"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ontology"
"GO:0003735","structural constituent of ribosome","143/3526","160/9658",0.89375,2.44805374361883,14.0052151863835,8.55196392979151e-45,5.87006804140889e-41,4.62076114227577e-41,"gene-mRpL49/gene-RpS23/gene-RpS11/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-RpL38/gene-RpL9/gene-mRpL40/gene-RpS27A/gene-RpS15/gene-RpL26/gene-RpS10b/gene-RpL37-1/gene-RpS18/gene-RpL36A/gene-RpL24/gene-mRpS6/gene-RpL5/gene-mRpL18/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-RpS12/gene-RpL34/gene-RpL35A/gene-mRpL13/gene-RpL37A/gene-RpS27/gene-mRpS9/gene-RpL39/gene-RpS2/gene-RpS30/gene-mRpL47/gene-mRpL16/gene-mRpS7/gene-RpL31/gene-LOC142981581/gene-RpL19/gene-mRpL27/gene-RpS24/gene-mRpL32/gene-mRpS34/gene-RpL10/gene-RpL27/gene-RpS7/gene-mRpL46/gene-mRpS12/gene-RpS5/gene-RpS21/gene-RpL22/gene-mRpL34/gene-mRpS2/gene-RpS4/gene-RpS28b/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-mRpL55/gene-RpLP1/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-RpS3/gene-RpS9/gene-RpL27A/gene-RpS8/gene-RpL12/gene-mRpS33/gene-mRpS21/gene-mRpL53/gene-mRpL41/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-RpL28/gene-RpS29/gene-mRpL37/gene-RpS14/gene-mRpS11/gene-mRpL10/gene-mRpS10/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpS3A/gene-RpL17/gene-RpS20/gene-RpS25/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-RpL15/gene-RpS13/gene-mRpS24/gene-LOC142973667/gene-RpLP0/gene-bonsai/gene-RpS16/gene-mRpS31/gene-RpL11/gene-mRpL17/gene-mRpL1/gene-mRpL45/gene-RpL7A/gene-mRpL4/gene-LOC142985091/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-mRpL50/gene-mRpS16/gene-mRpL38/gene-mRpS25/gene-mRpL22/gene-RpL4/gene-mRpS30/gene-mRpS5/gene-RpS6/gene-RpL21/gene-RpL18/gene-mRpL20/gene-mRpL11",143,"MF"
"GO:0044391","ribosomal subunit","141/3526","162/9658",0.87037037037037,2.3840150417008,13.4706688820247,4.33952750703171e-41,1.48932584041328e-37,1.1723576154523e-37,"gene-mRpL49/gene-RpS23/gene-RpS11/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-RpL38/gene-RpL9/gene-mRpL40/gene-RpS27A/gene-RpS15/gene-RpL26/gene-RpS10b/gene-RpL37-1/gene-RpS18/gene-Fmr1/gene-RpL36A/gene-RpL24/gene-mRpS6/gene-RpL5/gene-mRpL18/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-RpS12/gene-RpL34/gene-mRpL13/gene-RpL37A/gene-RpS27/gene-mRpS9/gene-RpS2/gene-RpS30/gene-mRpL47/gene-mRpL16/gene-mRpS7/gene-RpL31/gene-RpL19/gene-mRpL27/gene-RpS24/gene-mRpL32/gene-mRpS34/gene-RpL10/gene-RpL27/gene-RpS7/gene-mRpL46/gene-mRpS12/gene-RpS21/gene-RpL22/gene-mRpL34/gene-mRpS2/gene-RpS4/gene-RpS28b/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-RpS3/gene-RpS9/gene-RpL27A/gene-RpS8/gene-RpL12/gene-mRpS33/gene-mRpS21/gene-mRpL53/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-RpL28/gene-RpS29/gene-mRpL37/gene-RpS14/gene-mRpS11/gene-mRpL10/gene-mRpS10/gene-LOC142983658/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpS3A/gene-RpL17/gene-MCTS1/gene-RpS20/gene-RpS25/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-RpL15/gene-RpS13/gene-mRpS24/gene-LOC142973667/gene-RpLP0/gene-bonsai/gene-RpS16/gene-mRpS31/gene-RpL11/gene-mRpL17/gene-mRpL1/gene-mRpL45/gene-RpL7A/gene-mRpL4/gene-LOC142974534/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-Rack1/gene-mRpL50/gene-LOC142973376/gene-mRpL38/gene-mRpS25/gene-mRpL22/gene-RpL4/gene-mRpS30/gene-mRpS5/gene-RpS6/gene-RpL21/gene-RpL18/gene-LOC142974411/gene-mRpL11",141,"CC"
"GO:0005840","ribosome","153/3526","188/9658",0.813829787234043,2.22914579838525,12.9053127163251,4.10778674755404e-37,9.39861607840363e-34,7.39834013164732e-34,"gene-mRpL49/gene-SF1/gene-RpS23/gene-RpS11/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-RpL38/gene-RpL9/gene-mRpL40/gene-RpS27A/gene-RpS15/gene-RpL26/gene-RpS10b/gene-RpL37-1/gene-RpS18/gene-Fmr1/gene-RpL36A/gene-RpL24/gene-mRpS6/gene-RpL5/gene-mRpL18/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-RpS12/gene-RpL34/gene-RpL35A/gene-mRpL13/gene-RpL37A/gene-RpS27/gene-mRpS9/gene-RpL39/gene-RpS2/gene-RpS30/gene-mRpL47/gene-mRpL16/gene-mRpS7/gene-RpL31/gene-LOC142981581/gene-RpL19/gene-mRpL27/gene-RpS24/gene-mRpL32/gene-mRpS34/gene-RpL10/gene-RpL27/gene-RpS7/gene-mRpL46/gene-mRpS12/gene-RpS21/gene-RpL22/gene-mRpL34/gene-mRpS2/gene-l(3)80Fj/gene-RpS4/gene-RpS28b/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-RpS3/gene-RpS9/gene-RpL27A/gene-RpS8/gene-RpL12/gene-mRpS33/gene-mRpS21/gene-mRpL53/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-Cnx99A/gene-mRpS17/gene-mRpL43/gene-RpL28/gene-RpS29/gene-mRpL37/gene-RpS14/gene-mRpS11/gene-LOC142983927/gene-mRpL10/gene-mRpS10/gene-LOC142983658/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpS3A/gene-RpL17/gene-MCTS1/gene-RpS20/gene-RpS25/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-RpL15/gene-RpS13/gene-dock/gene-mRpS24/gene-LOC142973667/gene-RpLP0/gene-bonsai/gene-RpS16/gene-mRpS31/gene-RpL11/gene-mRpL17/gene-mRpL1/gene-mRpL45/gene-Adar/gene-RpL7A/gene-mRpL4/gene-LOC142974534/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-Rack1/gene-mRpL50/gene-mle/gene-LOC142973376/gene-mRpS16/gene-mRpL38/gene-mRpS25/gene-mRpL22/gene-RpL4/gene-mRpS30/gene-mRpS5/gene-RpS6/gene-RpL21/gene-RpL18/gene-mRpL20/gene-LOC142974411/gene-mRpL11",153,"CC"
"GO:0006412","translation","215/3526","315/9658",0.682539682539683,1.86953155245838,11.8975803044969,3.1125907305188e-31,5.34120569357025e-28,4.20445479467184e-28,"gene-bel/gene-Akt/gene-mRpL49/gene-eIF4B/gene-RpS23/gene-eEF1delta/gene-RpS11/gene-eEF5/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-LOC142973531/gene-RpL38/gene-RpL9/gene-Nacalpha/gene-mRpL40/gene-NAT1/gene-eIF3a/gene-eIF3g1/gene-RpS27A/gene-RpS15/gene-RpL26/gene-eIF3k/gene-Secp43/gene-RpS10b/gene-eIF1/gene-RpL37-1/gene-RpS18/gene-RpL36A/gene-RpL24/gene-mRpS6/gene-RpL5/gene-mRpL18/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-LOC142977493/gene-RpS12/gene-RpL34/gene-RpL35A/gene-mRpL13/gene-RpL37A/gene-RpS27/gene-mRpS9/gene-RpL39/gene-eIF3i/gene-RpS2/gene-RpS30/gene-mxt/gene-mRpL47/gene-mRpL16/gene-eIF3m/gene-mRpS7/gene-RpL31/gene-LOC142981581/gene-AGO1/gene-RpL19/gene-mRpL27/gene-RpS24/gene-Egfr/gene-mRpL32/gene-mRpS34/gene-RpL10/gene-RpL27/gene-RpS7/gene-mRpL46/gene-mRpS12/gene-RpS5/gene-RpS21/gene-eEF1beta/gene-RpL22/gene-mRpL34/gene-Nipped-B/gene-eEF1gamma/gene-mRpS2/gene-l(3)80Fj/gene-RpS4/gene-RpS28b/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-mRpL55/gene-RpLP1/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-RpS3/gene-RpS9/gene-LOC142974240/gene-eIF3l/gene-LOC142974739/gene-mRRF1/gene-eIF1A/gene-RpL27A/gene-RpS8/gene-RpL12/gene-mRpS33/gene-AIMP1/gene-mRpS21/gene-mEFTs/gene-mRpL53/gene-mRpL41/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-Dhs/gene-RpL28/gene-RpS29/gene-GluProRS/gene-mRpL37/gene-RpS14/gene-mRpS11/gene-LOC142983927/gene-mRpL10/gene-mRpS10/gene-Gdap1/gene-OXA1L/gene-eIF2Bgamma/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpS3A/gene-DENR/gene-RpL17/gene-LOC142972368/gene-LOC142986278/gene-MCTS1/gene-RpS20/gene-RpS25/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-LOC142973202/gene-RpL15/gene-RpS13/gene-mRpS24/gene-LOC142973667/gene-RpLP0/gene-bonsai/gene-eIF2beta/gene-RpS16/gene-pix/gene-eIF3f1/gene-mRpS31/gene-eIF4A/gene-LOC142981347/gene-RpL11/gene-mRpL17/gene-CRIF/gene-eIF5B/gene-mRpL1/gene-mRpL45/gene-RpL7A/gene-eIF2Bdelta/gene-mRpL4/gene-Elp3/gene-beta-PheRS/gene-LOC142985091/gene-LOC142974534/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-LOC142974472/gene-AsnRS-m/gene-eIF2Balpha/gene-Rack1/gene-mRpL50/gene-LOC142973375/gene-mRpS16/gene-mRpL38/gene-pelo/gene-AspRS-m/gene-mRpS25/gene-eRF1/gene-LOC142973677/gene-LOC142986252/gene-mRpL22/gene-RpL4/gene-mRpS30/gene-mRpS5/gene-DNApol-gamma35/gene-GatA/gene-TyrRS/gene-RpS6/gene-RpL21/gene-RpL18/gene-ath/gene-mRpL20/gene-SerRS-m/gene-LOC142974411/gene-SelT/gene-mRF1/gene-Tfb4/gene-mRpL11/gene-Paip1",215,"BP"
"GO:0043043","peptide biosynthetic process","211/3526","320/9658",0.659375,1.80608160805445,11.119576912759,1.73243943040573e-27,2.37829285006099e-24,1.87212875711002e-24,"gene-bel/gene-Akt/gene-mRpL49/gene-eIF4B/gene-RpS23/gene-eEF1delta/gene-RpS11/gene-eEF5/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-LOC142973531/gene-RpL38/gene-RpL9/gene-Nacalpha/gene-mRpL40/gene-NAT1/gene-eIF3a/gene-eIF3g1/gene-RpS27A/gene-RpS15/gene-RpL26/gene-eIF3k/gene-Secp43/gene-RpS10b/gene-eIF1/gene-RpL37-1/gene-RpS18/gene-RpL36A/gene-RpL24/gene-tzn/gene-mRpS6/gene-RpL5/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-LOC142977493/gene-RpS12/gene-RpL34/gene-mRpL13/gene-RpL37A/gene-RpS27/gene-mRpS9/gene-eIF3i/gene-RpS2/gene-RpS30/gene-mxt/gene-mRpL47/gene-mRpL16/gene-eIF3m/gene-mRpS7/gene-RpL31/gene-LOC142981581/gene-AGO1/gene-RpL19/gene-mRpL27/gene-RpS24/gene-Egfr/gene-mRpL32/gene-mRpS34/gene-RpL10/gene-RpL27/gene-RpS7/gene-mRpL46/gene-mRpS12/gene-RpS21/gene-eEF1beta/gene-RpL22/gene-mRpL34/gene-Nipped-B/gene-eEF1gamma/gene-mRpS2/gene-l(3)80Fj/gene-RpS4/gene-RpS28b/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-RpS3/gene-RpS9/gene-LOC142974240/gene-eIF3l/gene-LOC142974739/gene-mRRF1/gene-eIF1A/gene-RpL27A/gene-RpS8/gene-RpL12/gene-mRpS33/gene-AIMP1/gene-mRpS21/gene-mEFTs/gene-mRpL53/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-Dhs/gene-RpL28/gene-RpS29/gene-GluProRS/gene-mRpL37/gene-RpS14/gene-mRpS11/gene-LOC142983927/gene-mRpL10/gene-mRpS10/gene-Gdap1/gene-OXA1L/gene-eIF2Bgamma/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpS3A/gene-DENR/gene-RpL17/gene-LOC142972368/gene-LOC142986278/gene-MCTS1/gene-RpS20/gene-RpS25/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-LOC142973202/gene-RpL15/gene-RpS13/gene-mRpS24/gene-LOC142973667/gene-RpLP0/gene-bonsai/gene-eIF2beta/gene-RpS16/gene-pix/gene-eIF3f1/gene-mRpS31/gene-eIF4A/gene-Fur1/gene-LOC142981347/gene-RpL11/gene-mRpL17/gene-CRIF/gene-eIF5B/gene-mRpL1/gene-mRpL45/gene-RpL7A/gene-eIF2Bdelta/gene-mRpL4/gene-Elp3/gene-beta-PheRS/gene-LOC142974534/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-LOC142974472/gene-AsnRS-m/gene-eIF2Balpha/gene-Rack1/gene-mRpL50/gene-LOC142973375/gene-mRpL38/gene-pelo/gene-AspRS-m/gene-mRpS25/gene-eRF1/gene-LOC142975624/gene-LOC142973677/gene-LOC142986252/gene-mRpL22/gene-RpL4/gene-mRpS30/gene-mRpS5/gene-DNApol-gamma35/gene-GatA/gene-TyrRS/gene-RpS6/gene-LOC142975635/gene-RpL21/gene-RpL18/gene-ath/gene-SerRS-m/gene-LOC142974411/gene-SelT/gene-mRF1/gene-Tfb4/gene-mRpL11/gene-LOC142976722/gene-Paip1",211,"BP"
"GO:0015934","large ribosomal subunit","88/3526","101/9658",0.871287128712871,2.38652611716078,10.621580502008,4.18406444333975e-26,4.78656972318067e-23,3.76786013818648e-23,"gene-mRpL49/gene-RpL13/gene-RpL30/gene-RpL14/gene-RpL38/gene-RpL9/gene-mRpL40/gene-RpL26/gene-RpL37-1/gene-Fmr1/gene-RpL36A/gene-RpL24/gene-RpL5/gene-mRpL18/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-RpS12/gene-RpL34/gene-mRpL13/gene-RpL37A/gene-mRpL47/gene-mRpL16/gene-RpL31/gene-RpL19/gene-mRpL27/gene-mRpL32/gene-RpL10/gene-RpL27/gene-mRpL46/gene-RpL22/gene-mRpL34/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-mRpL30/gene-mRpL23/gene-RpL27A/gene-RpL12/gene-mRpL53/gene-mRpL52/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-mRpL43/gene-RpL28/gene-mRpL37/gene-mRpL10/gene-LOC142983658/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpL17/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-RpL15/gene-LOC142973667/gene-RpLP0/gene-RpL11/gene-mRpL17/gene-mRpL1/gene-mRpL45/gene-RpL7A/gene-mRpL4/gene-LOC142974534/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-mRpL50/gene-LOC142973376/gene-mRpL38/gene-mRpL22/gene-RpL4/gene-RpL21/gene-RpL18/gene-mRpL11",88,"CC"
"GO:0006518","peptide metabolic process","246/3526","397/9658",0.619647355163728,1.69726436646945,10.7578374818542,7.06286714236562e-26,6.92564572359965e-23,5.4516837656786e-23,"gene-bel/gene-Akt/gene-mRpL49/gene-eIF4B/gene-RpS23/gene-eEF1delta/gene-RpS11/gene-eEF5/gene-RpL13/gene-RpS15A/gene-mRpS18C/gene-RpS17/gene-RpL30/gene-RpL14/gene-LOC142973531/gene-RpL38/gene-RpL9/gene-Nacalpha/gene-mRpL40/gene-NAT1/gene-eIF3a/gene-eIF3g1/gene-RpS27A/gene-RpS15/gene-RpL26/gene-eIF3k/gene-Secp43/gene-RpS10b/gene-eIF1/gene-RpL37-1/gene-RpS18/gene-RpL36A/gene-LOC142983509/gene-RpL24/gene-tzn/gene-mRpS6/gene-RpL5/gene-RpL35/gene-mRpL15/gene-RpL29/gene-RpLP2/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-LOC142977493/gene-RpS12/gene-RpL34/gene-mRpL13/gene-RpL37A/gene-RpS27/gene-mRpS9/gene-eIF3i/gene-RpS2/gene-RpS30/gene-mxt/gene-mRpL47/gene-mRpL16/gene-eIF3m/gene-mRpS7/gene-RpL31/gene-LOC142981581/gene-AGO1/gene-RpL19/gene-mRpL27/gene-Sod2/gene-BmDJ-1beta/gene-RpS24/gene-LOC142979151/gene-Egfr/gene-mRpL32/gene-mRpS34/gene-RpL10/gene-RpL27/gene-RpS7/gene-mRpL46/gene-kuz/gene-mRpS12/gene-RpS21/gene-LOC142985460/gene-Spase12/gene-eEF1beta/gene-RpL22/gene-mRpL34/gene-Nipped-B/gene-eEF1gamma/gene-mRpS2/gene-l(3)80Fj/gene-RpS4/gene-RpS28b/gene-svr/gene-LOC142972638/gene-LOC142987909/gene-RpL8/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-RpL23/gene-RpL13A/gene-RpLP1/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-RpS3/gene-RpS9/gene-Spase22-23/gene-LOC142974240/gene-eIF3l/gene-LOC142974739/gene-mRRF1/gene-GSTz2/gene-eIF1A/gene-RpL27A/gene-RpS8/gene-RpL12/gene-mRpS33/gene-AIMP1/gene-mRpS21/gene-mEFTs/gene-mRpL53/gene-mRpL52/gene-mRpS14/gene-LOC142975934/gene-mRpL9/gene-RpL32/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-Dhs/gene-RpL28/gene-RpS29/gene-GluProRS/gene-mRpL37/gene-RpS14/gene-LOC142980988/gene-mRpS11/gene-LOC142983927/gene-mRpL10/gene-LOC142979890/gene-mRpS10/gene-Gdap1/gene-OXA1L/gene-eIF2Bgamma/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-RpL40/gene-LOC142974003/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-RpS3A/gene-GSTd3/gene-DENR/gene-Spase25/gene-RpL17/gene-LOC142972368/gene-LOC142986278/gene-MCTS1/gene-RpS20/gene-RpS25/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-LOC142973202/gene-RpL15/gene-GSTe6/gene-RpS13/gene-mRpS24/gene-LOC142973667/gene-RpLP0/gene-bonsai/gene-LOC142976791/gene-eIF2beta/gene-RpS16/gene-pix/gene-eIF3f1/gene-mRpS31/gene-twr/gene-eIF4A/gene-Fur1/gene-LOC142981347/gene-RpL11/gene-GSTz1/gene-mRpL17/gene-CRIF/gene-mnb/gene-LOC142980237/gene-Nct/gene-LOC142980986/gene-eIF5B/gene-mRpL1/gene-Psa/gene-mRpL45/gene-RpL7A/gene-eIF2Bdelta/gene-mRpL4/gene-Elp3/gene-beta-PheRS/gene-LOC142974534/gene-GSTt1/gene-LOC142981634/gene-RpL7/gene-mRpL24/gene-RpL24-like/gene-LOC142974472/gene-AsnRS-m/gene-SppL/gene-eIF2Balpha/gene-Ide/gene-GSTo1/gene-Rack1/gene-mRpL50/gene-LOC142973375/gene-gfzf/gene-LOC142978528/gene-mRpL38/gene-pelo/gene-AspRS-m/gene-mRpS25/gene-eRF1/gene-LOC142975624/gene-LOC142973677/gene-LOC142986252/gene-mRpL22/gene-RpL4/gene-mRpS30/gene-mRpS5/gene-DNApol-gamma35/gene-GatA/gene-TyrRS/gene-RpS6/gene-LOC142975635/gene-RpL21/gene-RpL18/gene-ath/gene-Idh/gene-SerRS-m/gene-LOC142974411/gene-SelT/gene-GSTo2/gene-mRF1/gene-LOC142983450/gene-Tfb4/gene-mRpL11/gene-LOC142976722/gene-Paip1",246,"BP"
"GO:0098798","mitochondrial protein-containing complex","155/3526","227/9658",0.682819383259912,1.8702976754181,10.0615079869081,8.44129449187174e-23,7.24263067402596e-20,5.70120587194443e-20,"gene-mRpL49/gene-ND-B17.2/gene-NP15.6/gene-ND-ACP/gene-LOC142977612/gene-ND-ASHI/gene-ND-13A/gene-blp/gene-LOC142980365/gene-mRpS18C/gene-LOC142987685/gene-mRpL40/gene-LOC142984096/gene-ND-B18/gene-ox/gene-sun/gene-ND-B12/gene-LOC142977913/gene-Tim8/gene-ND-B15/gene-ATPsynF/gene-mRpS6/gene-LOC142980234/gene-mRpL18/gene-mRpL15/gene-ND-B16.6/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-LOC142987536/gene-LOC142975930/gene-Nc73EF/gene-LOC142977517/gene-mRpL13/gene-mRpS9/gene-LOC142977953/gene-ATPsynE/gene-ATPsynG/gene-mRpL47/gene-mRpL16/gene-mRpS7/gene-LOC142981581/gene-mRpL27/gene-LOC142984567/gene-ND-13B/gene-ND-B17/gene-Sod2/gene-UQCR-Q/gene-LOC142981526/gene-mRpL32/gene-mRpS34/gene-mRpL46/gene-LOC142984806/gene-ATPsynCF6/gene-EMRE/gene-mRpS12/gene-mge/gene-ND-B14.7/gene-LOC142976110/gene-mRpL34/gene-mRpS2/gene-LOC142975328/gene-LOC142972638/gene-LOC142987909/gene-mRpL12/gene-mRpS18B/gene-COX5A/gene-cype/gene-mRpL14/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-ND-39/gene-LOC142984620/gene-ND-B14.5B/gene-LOC142982435/gene-mRpS33/gene-mRpS21/gene-Cyt-c1/gene-mRpL53/gene-Uqcr11/gene-mRpL52/gene-mRpS14/gene-LOC142981532/gene-mRpL9/gene-LOC142972637/gene-ATPsynO/gene-mRpS17/gene-mRpL43/gene-ND-B8/gene-wal/gene-Tim9a/gene-Phb2/gene-LOC142973869/gene-Ndufs8/gene-mRpL37/gene-LOC142984621/gene-mRpS11/gene-mRpL10/gene-ATPsynB/gene-mRpS10/gene-Bcs1/gene-mRpL35/gene-ND-18/gene-mRpL19/gene-mRpL33/gene-LOC142974003/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-ND-SGDH/gene-Uccr/gene-ND-MNLL/gene-ND-24/gene-mRpL44/gene-mRpL54/gene-ND-42/gene-LOC142987070/gene-mRpL48/gene-ATPsyndelta/gene-mRpS24/gene-bonsai/gene-ND-PDSW/gene-mRpS31/gene-mRpL17/gene-Tim10/gene-Phb1/gene-mRpL1/gene-ND-30/gene-ATPsynD/gene-mRpL45/gene-ND-B22/gene-ScsbetaG/gene-mRpL4/gene-Pdk/gene-LOC142974534/gene-Dbct/gene-LOC142981634/gene-mRpL24/gene-mRpL50/gene-LOC142973376/gene-mRpL38/gene-mRpS25/gene-Tim23/gene-LOC142976516/gene-l(2)37Bb/gene-mRpL22/gene-SdhA/gene-mRpS30/gene-mRpS5/gene-LOC142977187/gene-clu/gene-LOC142974411/gene-Etfb/gene-mRpL11",155,"CC"
"GO:0005761","mitochondrial ribosome","71/3526","81/9658",0.876543209876543,2.40092294979797,9.60070692044568,1.26142599927671e-21,9.62047562115037e-19,7.57298205179807e-19,"gene-mRpL49/gene-mRpS18C/gene-mRpL40/gene-mRpS6/gene-mRpL18/gene-mRpL15/gene-mRpL51/gene-mRpS35/gene-mRpS23/gene-mRpL13/gene-mRpS9/gene-mRpL47/gene-mRpL16/gene-mRpS7/gene-LOC142981581/gene-mRpL27/gene-mRpL32/gene-mRpS34/gene-mRpL46/gene-mRpS12/gene-LOC142979807/gene-mRpL34/gene-mRpS2/gene-LOC142972638/gene-LOC142987909/gene-mRpL12/gene-mRpS18B/gene-mRpL14/gene-mRpS18A/gene-mRpL30/gene-mRpL23/gene-mRpS33/gene-mRpS21/gene-mRpL53/gene-mRpL52/gene-mRpS14/gene-mRpL9/gene-LOC142972637/gene-mRpS17/gene-mRpL43/gene-mRpL37/gene-mRpS11/gene-mRpL10/gene-mRpS10/gene-mRpL35/gene-mRpL19/gene-mRpL33/gene-mRpL39/gene-mRpL2/gene-mRpL3/gene-mRpL44/gene-mRpL54/gene-mRpL48/gene-mRpS24/gene-bonsai/gene-mRpS31/gene-mRpL17/gene-mRpL1/gene-mRpL45/gene-mRpL4/gene-LOC142974534/gene-mRpL24/gene-mRpL50/gene-LOC142973376/gene-mRpL38/gene-mRpS25/gene-mRpL22/gene-mRpS30/gene-mRpS5/gene-LOC142974411/gene-mRpL11",71,"CC"
